Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
1276,male,group C,some college,standard,none,58,49,42,yes,4,4,5,6,services,other,course,mother,2,2
1277,female,group D,associate's degree,free/reduced,none,47,53,58,yes,1,1,5,75,other,services,home,mother,2,2
1278,female,group D,some college,standard,none,65,70,71,yes,2,4,3,22,teacher,services,home,mother,2,1
1279,male,group B,some college,standard,Yes,88,85,76,yes,4,4,4,15,health,health,reputation,father,1,2
1280,male,group C,bachelor's degree,standard,none,83,78,73,yes,2,3,1,8,teacher,services,course,mother,2,1
1281,female,group C,some high school,standard,Yes,85,92,93,yes,5,4,5,30,services,other,home,mother,2,1
1282,female,group E,high school,standard,Yes,59,63,75,yes,4,4,3,19,teacher,services,home,mother,1,1
1283,female,group C,some high school,free/reduced,none,65,86,80,no,2,2,3,1,at_home,other,reputation,mother,2,4
1284,male,group B,bachelor's degree,free/reduced,none,73,56,57,yes,4,4,4,4,other,other,home,mother,2,2
1285,male,group D,high school,standard,none,53,52,42,yes,4,5,5,4,other,other,course,mother,1,2
1286,male,group D,high school,standard,none,45,48,46,yes,3,3,4,2,other,other,reputation,father,1,2
1287,female,group D,bachelor's degree,free/reduced,none,73,79,84,yes,3,3,2,5,at_home,at_home,other,mother,1,3
1288,female,group D,some college,free/reduced,Yes,70,78,78,yes,3,3,3,6,services,teacher,reputation,mother,1,3
1289,female,group B,some high school,standard,none,37,46,46,yes,2,4,2,6,services,services,reputation,mother,1,3
1290,male,group B,associate's degree,standard,Yes,81,82,82,yes,4,3,2,9,teacher,teacher,reputation,mother,1,2
1291,male,group E,associate's degree,standard,Yes,97,82,88,yes,3,2,5,11,teacher,other,home,mother,1,2
1292,female,group B,some high school,standard,none,67,89,82,yes,2,2,3,0,health,services,reputation,mother,1,3
1293,male,group B,bachelor's degree,free/reduced,none,88,75,76,yes,4,3,5,12,services,at_home,reputation,mother,1,2
1294,male,group E,some high school,standard,Yes,77,76,77,no,1,2,3,6,services,other,reputation,mother,2,4
1295,male,group C,associate's degree,standard,none,76,70,68,yes,4,2,4,8,services,other,reputation,mother,2,3
1296,male,group D,some high school,standard,none,86,73,70,yes,4,3,5,4,health,other,home,mother,1,1
1297,male,group C,some high school,standard,Yes,63,60,57,yes,3,4,2,0,health,other,reputation,other,2,2
1298,female,group E,bachelor's degree,standard,none,65,73,75,yes,4,5,2,10,other,other,home,other,2,2
1299,male,group D,high school,free/reduced,Yes,78,77,80,yes,3,3,3,0,other,other,reputation,father,1,4
1300,male,group B,associate's degree,free/reduced,none,67,62,60,yes,4,2,1,5,teacher,teacher,home,mother,1,1
1301,male,group A,some high school,standard,Yes,46,41,43,yes,2,4,4,14,health,other,home,mother,1,2
1302,male,group E,associate's degree,standard,Yes,71,74,68,yes,1,1,5,0,other,teacher,home,father,2,1
1303,male,group C,high school,free/reduced,Yes,40,46,50,yes,3,3,3,0,other,other,reputation,mother,2,3
1304,male,group D,associate's degree,free/reduced,none,90,87,75,yes,2,2,5,0,health,health,reputation,father,1,4
1305,male,group A,some college,free/reduced,Yes,81,78,81,yes,4,4,3,20,other,other,home,other,1,2
1306,male,group D,some high school,free/reduced,none,56,54,52,yes,4,3,3,8,services,at_home,reputation,other,1,2
1307,female,group C,associate's degree,standard,Yes,67,84,81,no,5,3,5,0,services,other,course,other,1,1
1308,male,group B,associate's degree,standard,none,80,76,64,yes,3,4,4,38,teacher,services,reputation,other,2,1
1309,female,group C,associate's degree,standard,Yes,74,75,83,no,5,3,5,0,other,services,reputation,father,1,2
1310,male,group A,some college,standard,none,69,67,69,yes,4,3,3,18,at_home,other,reputation,other,1,2
1311,male,group E,some college,standard,Yes,99,87,81,no,2,4,3,0,services,services,home,other,1,2
1312,male,group C,some high school,standard,none,51,52,44,yes,4,1,2,20,at_home,other,other,other,3,2
1313,female,group B,associate's degree,free/reduced,none,53,71,67,yes,5,2,4,3,other,services,course,other,1,2
1314,female,group D,high school,free/reduced,none,49,57,52,yes,2,2,1,22,services,other,reputation,other,2,2
1315,female,group B,associate's degree,standard,none,73,76,80,yes,1,2,3,14,at_home,health,home,other,1,3
1316,male,group B,bachelor's degree,standard,none,66,60,57,yes,1,2,3,40,other,other,reputation,other,1,3
1317,male,group D,bachelor's degree,standard,Yes,67,61,68,yes,3,3,1,0,services,other,course,mother,2,2
1318,female,group C,associate's degree,free/reduced,Yes,68,67,69,yes,3,4,5,9,other,other,course,mother,1,3
1319,female,group C,bachelor's degree,standard,Yes,59,64,75,yes,3,4,5,0,at_home,services,course,father,1,3
1320,male,group C,high school,standard,none,71,66,65,yes,4,4,5,2,teacher,other,course,mother,1,2
1321,female,group D,master's degree,standard,Yes,77,82,91,yes,2,2,5,23,services,services,course,mother,1,2
1322,male,group C,associate's degree,standard,none,83,72,78,no,2,2,3,12,other,other,course,mother,1,2
1323,male,group B,bachelor's degree,standard,none,63,71,69,yes,3,2,3,3,services,services,course,mother,1,3
1324,female,group D,associate's degree,free/reduced,none,56,65,63,yes,4,3,5,1,services,services,course,father,1,3
1325,female,group C,high school,free/reduced,Yes,67,79,84,yes,3,3,2,0,at_home,at_home,home,father,2,3
1326,female,group E,high school,standard,none,75,86,79,yes,3,3,3,3,other,other,course,mother,1,3
1327,female,group C,some college,standard,none,71,81,80,yes,3,5,5,3,other,services,reputation,mother,1,1
1328,female,group C,some high school,free/reduced,none,43,53,53,yes,4,5,4,8,services,other,course,mother,4,1
1329,female,group C,high school,free/reduced,none,41,46,43,yes,4,4,4,7,teacher,services,course,mother,1,3
1330,female,group C,some college,standard,none,82,90,94,yes,3,3,4,4,teacher,teacher,course,mother,2,3
1331,male,group C,some college,standard,none,61,61,62,yes,5,5,5,2,other,other,course,mother,1,4
1332,male,group A,some college,free/reduced,none,28,23,19,yes,4,3,5,7,at_home,other,course,father,1,3
1333,male,group C,associate's degree,standard,Yes,82,75,77,yes,3,4,4,0,services,services,home,mother,1,2
1334,female,group B,some high school,standard,none,41,55,51,yes,3,3,2,0,other,other,home,other,1,2
1335,male,group C,high school,standard,none,71,60,61,no,4,4,4,0,at_home,other,course,mother,2,4
1336,male,group C,associate's degree,standard,none,47,37,35,yes,4,5,5,16,services,other,course,mother,1,3
1337,male,group E,associate's degree,standard,Yes,62,56,53,no,4,3,5,12,services,at_home,home,other,1,3
1338,male,group B,associate's degree,standard,none,90,78,81,yes,3,2,2,0,other,other,home,mother,1,2
1339,female,group C,bachelor's degree,standard,none,83,93,95,yes,3,3,1,7,services,services,home,mother,1,4
1340,female,group B,some college,free/reduced,none,61,68,66,yes,3,3,2,4,other,other,home,mother,1,2
1341,male,group D,some high school,standard,Yes,76,70,69,yes,3,4,3,4,services,services,home,other,1,3
1342,male,group C,associate's degree,standard,none,49,51,43,yes,3,3,2,0,teacher,services,home,father,1,2
1343,female,group B,some high school,free/reduced,none,24,38,27,yes,3,3,5,11,services,other,home,mother,1,2
1344,female,group D,some high school,free/reduced,Yes,35,55,60,yes,3,1,4,0,at_home,at_home,home,father,1,2
1345,male,group C,high school,free/reduced,none,58,61,52,yes,3,3,3,4,at_home,other,course,mother,1,3
1346,female,group C,high school,standard,none,61,73,63,yes,4,3,1,7,other,services,other,mother,1,3
1347,female,group B,high school,standard,Yes,69,76,74,yes,3,2,4,9,teacher,services,course,mother,1,3
1348,male,group D,associate's degree,standard,Yes,67,72,67,yes,4,5,5,0,teacher,other,course,mother,1,3
1349,male,group D,some college,standard,none,79,73,67,yes,4,3,4,0,health,other,reputation,mother,1,3
1350,female,group C,high school,standard,none,72,80,75,yes,5,5,5,10,other,other,course,mother,2,1
1351,male,group B,some college,standard,none,62,61,57,yes,4,4,2,8,other,services,home,other,3,2
1352,female,group C,bachelor's degree,standard,Yes,77,94,95,yes,5,4,3,2,health,other,course,mother,2,2
1353,male,group D,high school,free/reduced,none,75,74,66,yes,3,3,3,7,at_home,services,course,mother,1,1
1354,male,group E,associate's degree,standard,none,87,74,76,yes,4,4,5,4,other,other,home,other,3,1
1355,female,group B,bachelor's degree,standard,none,52,65,69,yes,5,5,2,4,services,other,home,mother,2,2
1356,male,group E,some college,standard,none,66,57,52,no,3,4,5,0,services,services,course,father,1,2
1357,female,group C,some college,standard,Yes,63,78,80,yes,3,3,5,4,teacher,services,other,father,2,2
1358,female,group C,associate's degree,standard,none,46,58,57,no,2,3,5,2,services,other,reputation,mother,2,2
1359,female,group C,some college,standard,none,59,71,70,yes,3,2,3,4,other,services,home,father,2,1
1360,female,group B,bachelor's degree,standard,none,61,72,70,yes,3,2,4,0,at_home,services,course,father,2,3
1361,male,group A,associate's degree,standard,none,63,61,61,no,3,4,5,0,at_home,other,course,mother,3,2
1362,female,group C,some college,free/reduced,Yes,42,66,69,no,4,3,5,2,at_home,other,other,mother,2,2
1363,male,group D,some college,free/reduced,none,59,62,61,yes,3,2,3,0,services,services,other,mother,2,2
1364,female,group D,some college,standard,none,80,90,89,yes,3,4,1,0,at_home,at_home,course,mother,1,2
1365,female,group B,high school,standard,none,58,62,59,no,2,2,3,0,other,services,course,father,2,2
1366,male,group B,some high school,standard,Yes,85,84,78,no,3,4,3,4,at_home,other,course,mother,2,2
1367,female,group C,some college,standard,none,52,58,58,yes,2,2,5,0,teacher,services,other,mother,2,3
1368,female,group D,some high school,free/reduced,none,27,34,32,yes,2,1,1,0,other,services,reputation,mother,3,1
1369,male,group C,some college,standard,none,59,60,58,yes,2,3,4,0,at_home,services,course,father,2,1
1370,male,group A,bachelor's degree,free/reduced,Yes,49,58,60,yes,2,2,5,10,other,teacher,other,father,3,2
1371,male,group C,high school,standard,Yes,69,58,53,no,2,2,3,4,services,services,home,other,2,2
1372,male,group C,bachelor's degree,free/reduced,none,61,66,61,yes,3,3,3,3,at_home,services,other,father,3,1
1373,female,group A,some high school,free/reduced,none,44,64,58,no,4,3,3,8,other,at_home,home,mother,1,3
1374,female,group D,some high school,standard,none,73,84,85,yes,5,5,1,14,other,other,course,mother,1,1
1375,male,group E,some college,standard,none,84,77,71,yes,4,4,1,0,other,other,reputation,mother,2,3
1376,female,group C,some college,free/reduced,Yes,45,73,70,yes,3,2,4,2,other,other,home,mother,4,3
1377,male,group D,some high school,standard,none,74,74,72,yes,4,3,3,4,health,other,course,other,2,3
1378,female,group D,some college,standard,Yes,82,97,96,yes,4,3,2,4,teacher,services,course,mother,1,2
1379,female,group D,bachelor's degree,standard,none,59,70,73,yes,1,3,1,0,other,other,home,mother,1,2
1380,male,group E,associate's degree,free/reduced,none,46,43,41,yes,5,4,1,17,at_home,other,reputation,mother,1,2
1381,female,group D,some high school,standard,none,80,90,82,yes,2,4,2,4,teacher,teacher,home,father,1,2
1382,female,group D,master's degree,free/reduced,Yes,85,95,100,yes,4,3,5,5,other,other,other,mother,2,1
1383,female,group A,some high school,standard,none,71,83,77,yes,4,3,3,2,other,services,home,father,2,2
1384,male,group A,bachelor's degree,standard,none,66,64,62,no,3,2,5,0,other,services,other,mother,2,1
1385,female,group B,associate's degree,standard,none,80,86,83,no,4,3,3,14,other,other,home,father,2,1
1386,male,group C,associate's degree,standard,Yes,87,100,95,no,3,3,4,2,at_home,other,other,mother,2,3
1387,male,group C,master's degree,free/reduced,none,79,81,71,yes,4,3,5,7,teacher,at_home,reputation,mother,3,1
1388,female,group E,some high school,free/reduced,none,38,49,45,yes,4,2,5,0,services,other,course,mother,1,3
1389,female,group A,some high school,free/reduced,none,38,43,43,yes,3,4,1,0,teacher,services,course,mother,1,2
1390,female,group E,some college,standard,none,67,76,75,no,1,1,5,0,other,other,course,mother,2,2
1391,female,group E,bachelor's degree,standard,none,64,73,70,no,5,4,4,11,services,services,course,other,1,2
1392,female,group C,associate's degree,free/reduced,none,57,78,67,yes,4,5,2,3,services,services,course,mother,2,1
1393,female,group D,high school,standard,none,62,64,64,no,5,3,3,3,other,other,course,other,1,1
1394,male,group D,master's degree,standard,none,73,70,75,yes,4,1,5,0,services,other,course,mother,3,1
1395,male,group E,some high school,free/reduced,Yes,73,67,59,yes,2,3,5,5,other,at_home,course,father,1,1
1396,female,group D,some college,standard,none,77,68,77,no,4,3,4,62,teacher,other,other,other,3,1
1397,male,group E,some college,standard,none,76,67,67,no,3,4,2,68,other,at_home,home,other,4,2
1398,male,group C,associate's degree,standard,Yes,57,54,56,no,2,2,4,15,other,health,reputation,father,2,3
1399,female,group C,some high school,standard,Yes,65,74,77,yes,4,3,5,53,services,services,course,mother,3,4
1400,male,group A,high school,free/reduced,none,48,45,41,yes,2,4,4,44,other,at_home,reputation,father,1,4
1401,female,group B,high school,free/reduced,none,50,67,63,yes,2,4,4,36,health,at_home,reputation,father,4,4
1402,female,group C,associate's degree,standard,none,85,89,95,no,4,2,3,47,at_home,at_home,other,mother,2,3
1403,male,group B,some high school,standard,none,74,63,57,yes,5,3,4,33,services,services,other,father,1,2
1404,male,group D,some high school,standard,none,60,59,54,yes,5,3,5,28,health,services,other,mother,2,3
1405,female,group C,some high school,standard,Yes,59,54,67,no,2,1,2,45,other,at_home,other,father,1,2
1406,male,group A,some college,standard,none,53,43,43,yes,3,4,5,58,health,health,course,other,4,2
1407,female,group A,some college,free/reduced,none,49,65,55,no,4,2,3,16,health,teacher,home,father,4,4
1408,female,group D,high school,standard,Yes,88,99,100,yes,3,1,2,33,at_home,other,home,father,3,2
1409,female,group C,high school,standard,none,54,59,62,yes,1,5,4,17,health,at_home,course,father,4,1
1410,female,group C,some high school,standard,none,63,73,68,no,4,5,5,28,at_home,services,other,other,4,3
1411,male,group B,associate's degree,standard,Yes,65,65,63,no,1,4,3,18,teacher,teacher,reputation,father,1,2
1412,female,group B,associate's degree,standard,none,82,80,77,yes,5,2,4,67,at_home,services,home,father,2,4
1413,female,group D,high school,free/reduced,Yes,52,57,56,yes,3,3,1,73,services,services,home,father,1,1
1414,male,group D,associate's degree,standard,Yes,87,84,85,no,4,5,3,38,teacher,teacher,other,father,4,4
1415,female,group D,master's degree,standard,Yes,70,71,74,yes,4,3,4,73,teacher,at_home,course,other,4,2
1416,male,group E,some college,standard,Yes,84,83,78,yes,4,5,5,18,other,at_home,reputation,father,1,1
1417,male,group D,associate's degree,standard,none,71,66,60,no,3,1,5,55,other,other,reputation,mother,1,3
1418,male,group B,some high school,standard,Yes,63,67,67,yes,3,4,2,23,at_home,at_home,reputation,other,2,3
1419,female,group C,bachelor's degree,free/reduced,Yes,51,72,79,no,5,1,4,20,health,services,home,father,1,3
1420,male,group E,high school,standard,none,84,73,69,no,5,3,2,35,teacher,at_home,course,mother,3,1
1421,male,group C,bachelor's degree,standard,Yes,71,74,68,no,4,4,5,68,health,other,home,father,4,2
1422,male,group C,associate's degree,standard,none,74,73,67,no,1,2,5,33,at_home,services,course,father,2,4
1423,male,group D,some college,standard,none,68,59,62,no,1,4,5,55,health,other,home,father,4,3
1424,male,group E,high school,free/reduced,Yes,57,56,54,no,4,4,2,24,at_home,teacher,home,other,1,2
1425,female,group C,associate's degree,free/reduced,Yes,82,93,93,no,5,5,4,9,other,health,home,other,2,4
1426,female,group D,high school,standard,Yes,57,58,64,yes,4,4,5,52,teacher,at_home,course,father,4,3
1427,female,group D,master's degree,free/reduced,Yes,47,58,67,yes,2,4,2,6,at_home,services,other,mother,2,3
1428,female,group A,some high school,standard,Yes,59,85,80,yes,1,4,3,0,teacher,at_home,reputation,father,4,3
